Agent Name,Address,District,City,Latitude,Longitude
Shawkat Basra Bitan,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
M/S TAJ WARE PHARMACY,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
JUWEL ENTERPRISE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Afif General Store,নবগ্রাম রোড & Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69933,90.36974
Rani Ma Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
NEW CHADNI TAILORS,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Ma Moni Store,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
Vai Vai Telecom,দুর্গাপুর- পিরোজপুর সদর- বরিশাল- বাংলাদেশ,দুর্গাপুর,পিরোজপুর সদর,22.6545,89.95376
Taj Banijjaloy,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
BODHUA COSMETICS,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Bhai Bhai Traders,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Rony Pharmacy,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
M Telecom Mobile Servising,সরকারী হাতেম আলী কলেজ- Z8037- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70115,90.35423
M/S Rahat Store,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
M/S Al Madina Enterprise,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
Howlader Enterprise,Dudhal- বাকেরগঞ্জ- বাংলাদেশ,দুধাল,বাকেরগঞ্জ,22.55376,90.4231
Islamia Medicine Corner,Band Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68607,90.36287
SIKDER TELECOM,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Noor Telecom,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
Abiha Crokaries,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
M/S MAHASIN ELECTRIC,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S M Telecom And Studio,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Mosharef Store,Kaliganj Road- বাকেরগঞ্জ- বাংলাদেশ,সিয়ামপুর,বাকেরগঞ্জ,22.53555,90.31792
Best One Tailars,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
HIMEL STORE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Jannat Cosmetics,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
BADHUA COSMETICS,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Maria Telecom,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9822,90.22244
M/S S A Drugs,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M B Telecom,Port Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70374,90.37486
Bismillah Store,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
HOME TECHNOLOGY,Himayat Uddin Road & Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.7038,90.37049
HARUN TELECOM,Maskata- হিজলা- বাংলাদেশ,মাসকাটা,হিজলা,22.93068,90.47574
New Bright Computer,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
KHAN TRADERS,Nobogram Road- বরিশাল সদর- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.70782,90.31083
BELLAL STORES AND TAILORS,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
SWAPNO PURI BASTRO BITAN,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
S N Center,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Maa Jannati Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Ogru Tara Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
JEET STORE,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
B S Library And Cosmetics,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
Muez And Misty Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Khan Photostat,কালীবাড়ী রোড & Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70686,90.37098
KHAN MEDICINE HOUSE,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Hasan Telecom,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
M/S RIPON STORE,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Mahmud Telecom,Fakirbari Road & Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70524,90.37071
RATUL STUDIO,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Das Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Modina Electronics and Phone Center,Iluhar- বানারীপারা- বাংলাদেশ,ইলুহার,বানারীপারা,22.80108,90.12244
Arefin And Tomalika Telecom,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
MOLLA TRADING,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Bhuiya Electronics,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
M/S Sahin Electric And Hardware Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Dakua Medical Hall,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Ahmed Pharmechy,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Jahan Pharmacy,Kali Bari Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.7078,90.36659
M/S MATI STORES,Hospital Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70918,90.36766
Bismillah Confectionary,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Ibrahim Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
MAAER DOA TELECOM,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Shoha Photostat And Stationery,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S MOMOTAZ MEDICINE HOUSE,নবগ্রাম রোড & Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69933,90.36974
NAHID VARIETIES STORE,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Geet Recording,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
Munna Library And Cosmetics,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Friends Jwellers And Cosmetics,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
TASNIM ENTERPRISE,Hospital Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70918,90.36766
Bhai Bhai Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Bismillah Watch House And Telecom,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Rongdhonu Shoe And Cosmetics,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Kazi Medical Hall,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
ALAM TRADERS,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Jonony Cosmetics,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
MAA ENGINEERING WORKSHOP,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
HOWLADER TELECOM,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
M/S MIAJI MOBILE MEDIA,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
M/S Jarif Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S MALIB VARIETIES STORE,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
PINTU STORE,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Nur A Madina Varieties,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Hawlader Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
